time_rel,velocity
507.0,0.0
507.0,0.0001281992489845
507.0,0.0007034487772711
507.0,-0.0011240319432977
507.0,-0.0039847726730881
507.0,-0.0002618626166103
507.0,-0.0075956241594002
507.0,-0.0084706353048785
507.0,-0.0009882582308576
507.0,-0.0341131566913143
507.0,-0.0306671168937444
507.0,-0.0122852483251351
507.0,-0.0613547883134677
507.0,-0.0341138767056111
507.0,-0.0087136142923861
507.0,-0.044369607877304
507.0,-0.0065278183472171
507.0,-0.0308261742295171
507.0,-0.0098486604456614
507.0,0.0957694266676462
507.0,0.0373971212383226
507.0,0.0117517569099243
507.0,0.0774977484970887
507.0,-0.0162468606035578
507.0,-0.1523133034596764
507.0,-0.13251723335243
507.0,-0.0885717939947105
507.0,-0.1442110920236922
507.0,-0.2635099005026961
507.0,-0.1904984925986109
507.0,0.057754803389473
507.0,-0.2269230742988886
507.0,-0.2613596416495587
507.0,0.0385178746034708
507.0,-0.2841241544565505
507.0,-0.1085610609967543
507.0,0.0147071323396189
507.0,-0.0693135717091375
507.0,0.2637399717719262
507.0,-0.2075448238747443
507.0,-0.2031666007688221
507.0,0.4506161617323337
507.0,0.0361076400013485
507.0,-0.3406412453385203
507.0,0.1222733223577611
507.0,0.0410386886323487
507.0,-0.3296838666683053
507.0,-0.1866712367443837
507.0,-0.5892532848525769
507.0,-0.6255380874311245
507.0,-0.2591900024368401
507.0,-0.5294098972816303
507.0,-0.3320013486509609
507.0,0.1888724172640073
507.0,-0.2197549329334428
507.0,-0.5442362985808101
507.0,0.105887284398176
507.0,-0.9241463095913084
507.0,-0.6534643500306492
507.0,1.2072898569191153
507.0,0.3767960233619423
507.0,0.7069356747526767
507.0,0.5840314696141519
507.0,-0.5079876892139414
507.0,-0.3301740163325408
507.0,-0.5811393527580534
507.0,-0.1037855568159815
507.0,-0.3837701854294498
507.0,-0.5926971512208736
507.0,-0.9938186017083754
507.0,-1.3013889704694126
507.0,-0.2648098823470888
507.0,-1.0333125994306638
507.0,-0.9362144101566604
507.0,-0.806711084551556
507.0,-0.96186828903263
507.0,0.9242849007155544
507.0,0.7519265695170267
507.0,0.2245931793338029
507.0,0.2594220207429665
507.0,-0.0972897640658927
507.0,0.4576759297125591
507.0,0.2462336853413327
507.0,-0.5612759096552077
507.0,-0.0090631103616347
507.0,0.228884659068549
507.0,-1.5454706015387334
507.0,-2.224147312694124
507.0,-1.216697179824443
507.0,-0.6846832815302052
507.0,-0.8531356960060915
507.0,-1.0285053631754153
507.0,0.4232278437411819
507.0,0.1060686040703766
507.0,-1.098166929013798
507.0,0.9162033815974828
507.0,0.4579129815439507
507.0,0.0685956731370482
507.0,1.2430915283702164
507.0,0.024098268885343
507.0,3.265174460591784
507.0,3.999727960389304
507.0,0.3654427111013951
507.0,0.4714158841296665
507.0,-1.7528585384502058
507.0,-0.2874040697350269
507.0,3.183119828010181
507.0,-0.3533755378250001
507.0,-1.0163805054636206
507.0,0.9118138650493216
507.0,0.247738128707844
507.0,-1.305516396026326
507.0,-0.8599853386138346
507.0,0.0198446617128226
507.0,-1.1350140156515118
507.0,1.378553013485397
507.0,3.915693126023473
507.0,1.8715973217435504
507.0,0.0171671821873982
507.0,0.2808710019911741
507.0,2.6355177351346666
507.0,2.472860810926982
507.0,2.16511396344032
507.0,4.806976354333204
507.0,2.0897506393720624
507.0,0.6669357492867292
507.0,4.074841118978215
